id_bodega;id_producto;cantidad
13748;P46EKQLCX5084;92
14558;5K758RE306KWB;90
16898;6ADKQUMY0I18A;61
10412;260NH9NS74VF7;31
17385;8GE6S2Y0W6SO3;53
15811;L9EG35FEG76B7;100
16497;A43O4Y892CV16;82
16471;36UJRVY23YSP7;61
17860;GTZ95I287DO8R;63
13934;0BX2429J0L8YX;89
15569;M7HT7I7Z100PF;54
15625;XZM2KU4OB3F43;87
15275;573YJSKA1846K;46
14204;WCTFSBJI7R9X3;90
12997;P10N52E848LMS;59
12326;EC1W5L0650MN0;97
12375;50TVN134W896R;25
16950;FJ5I5E8T53ESW;23
14040;ROY5O2WJ6T00D;61
18034;ULV2697HY60LJ;70
13503;0367489LH88RP;82
11896;0J35UK6EFC9G0;45
16295;N93S45V884CYE;91
13949;31M68E2QO5099;35
17575;K149ILNK5K96P;72
12111;J3E6FMML076F1;64
11385;F569Z49184A35;50
17610;MLM9QMOK50TG6;15
16301;N56A3H9G3UT02;55
12172;CQ892QN327K2V;62
17950;7TLHV8T10FYN1;25
12884;D5YTV70MUNSX9;100
10380;I1YC8UX4Y9X3A;43
14756;75885V22928X4;99
14245;T2PXO5Z9LWT10;92
16497;W3509SOFX8E0I;95
15365;97O9J421RPV5X;43
10290;40TW278I37UJ9;94
12627;YS0BGBXKKOJ16;34
15036;4R6QHX96JCW43;86
16301;152S127V74C10;14
13014;RCSHIAG6GI53N;44
13623;08M3GYWJ462DZ;26
17654;Q11D406C0I853;36
16737;D890I157CK733;95
15317;97XLYD0YQZX4V;92
14897;UD1V2I0BL2093;99
18067;9V63FNA36HWR0;28
10656;503DE2J380Y79;97
14961;4QS08LNX143P8;46
12508;U726QK0650F19;46
12999;1Y8QV1O420HL1;71
15626;CN71PI205717C;35
16462;2EY4QV4JXY530;35
16776;C40GIY5R31A34;99
13433;89BS82439006W;49
12005;ZVBAP0G9XDJRQ;15
14393;41E50671SPJ29;46
15093;V619ZDXCH2QEP;37
16365;EK9CW2SE8OV2V;28
11442;B3IVD843OR1D4;86
15899;7LQDR694J1152;54
17458;N800OJ9AT259H;63
10888;QAVHX8W908PJX;45
13054;10RWC1Q45737M;33
13403;PPF1FODOE0PKH;20
15205;6T650N97UJ062;20
15833;5O6CY15105X5X;38
13737;3JWF27B09SZ5A;15
12701;WY06MXT65L45A;26
17512;9695UQ2613G32;45
11674;K2ELHX2UHNVW8;77
11348;Y68NSVH7MD9MA;88
16877;JR3N969ZWQ136;50
11628;XY0M3TG6L2S7N;45
10579;MNO2Y69X8YS1R;24
14390;7LDN1ZZLJ6EJB;97
13794;OR2473JR6BP93;91
15375;9L1GTP8I879Y8;55
13291;0I8C7K3TXDX59;66
10483;0C5EF177R8C24;100
18012;FV4WYV4C8L83P;47
13568;8HL405E528I8B;75
11576;MNXT79YJ6M481;84
17379;20D5YFXJ83N79;65
13794;G75L13745E580;87
15501;34Z3YME0MV5DK;51
15442;T5QZ95GI7OVAI;89
13181;751464G33UC64;65
11326;D1HLKM61R7J1L;76
14219;8OA15BDLW9G5A;64
14237;W533HU6JE0176;54
11894;Z6Z69S28T739R;74
14179;73DF1147PY5YZ;10
15753;T1180Z2KH9X2A;77
12903;DT088A94SMS91;25
10103;XDY80933Z9XZC;96
11853;W1A4L79E090FM;89
10273;Q53700457403L;77
14271;8896JM6UF6D8U;19
10569;70XH94V8D9S55;52
10906;X759PZQ07L2O9;31
10685;XT5H7D6NRX78P;53
17342;8VOZ2E474N4V7;54
12329;HTWI7939Q7W9F;93
11380;ZZ3ZFDW4X22J1;23
15430;VQ0ZC7G8F242H;54
16365;B6I44O7T94LBN;44
10434;MNXT79YJ6M481;28
15291;CLL69V850450Z;94
18080;GZ4QT7L25952G;34
11465;8XQ54U1W4IC73;57
12420;4PHZ0C4P7U9T4;28
17901;B3KVF393UACE4;34
12991;08M3GYWJ462DZ;57
12903;89PBCGJINO02G;74
10166;B47VEUZH99E29;13
15174;Q3FN638LDXD2Z;47
15188;5GA486M0D0H90;53
10308;8GNOM157R2668;94
14834;ZNL4R180A6H04;31
16663;9I0031MXY3795;79
14407;UD1V2I0BL2093;78
11636;Y3CCKV1ZX8ZMX;15
11884;ZH47XZN50G2YO;18
13694;JW8WR05ISPSE4;63
15614;WCT76CA65Y0QZ;17
15337;S6455PC6TY57S;54
11643;4871AGSYY5V0S;35
13737;178UDGJ06D0U5;100
13710;61XTLC60Y6085;26
15005;HV24B63U7HSB2;93
15576;C71RNM2972L4K;13
16451;FCX8YBGZ0UM5P;81
17371;79CX4AQ3945VX;57
11364;39U9Z7V9A7CPL;15
10264;681XP6Y0K231F;27
16348;2070P897VA1JX;54
12724;1NSL7N2RQ8A4W;99
18080;YW5A7CY60MK2K;57
13626;NG4O0I25Z22Y9;91
10822;18TYUA798AQV6;22
16365;QWO32PIH54452;79
11880;814MYC7M1Q7W2;13
13009;G3AVC2B7UKGG9;23
10847;R449F85Q0D1J7;75
16227;4RIQJCWZ50L95;81
14211;98WUI1E5N5V2B;88
10830;3M657AM8IF1MT;54
17512;Q9XKMT6YC1PV7;60
14495;KV9KFSI56I88B;55
15248;B1U94FPWSF12T;31
12547;M3U19IPMAOM78;100
10998;JWMFNT47E401O;24
13748;766R7V3VR899H;85
13425;09G44UXK26R77;23
15420;171931571U251;44
10964;31UXFI1M1909R;59
15996;7CO95DI3RNV30;58
13329;O3EZ057YRY45O;47
13268;LP8P7K9VZZHU9;33
12664;77LV344LRT8MF;81
13898;5M873TBSNM82S;59
14637;X7E9LLWWZW3X4;99
16219;23Z4HIR61QD5R;36
11752;FV4WYV4C8L83P;56
10324;ZC85XAQC22908;92
11707;01032ZPAUL94X;34
14942;B010154R693X9;54
16592;SD82KVXQNHG01;86
15471;5M78GX4R59HNK;79
17102;N9L9KE2822447;66
13933;G3AVC2B7UKGG9;16
10426;S899N2796L17M;67
10735;FQF3QF2DWHP91;37
16592;87895NXCCW467;41
15275;68358AP357520;39
15272;1HX96201359HT;39
12528;58007FZEPWU4S;19
15164;I3SV41373Y86X;44
11437;H2IKUJSQHHA5P;68
15444;66UB15HMQ2GV1;84
18034;5A7K0V167W404;97
11240;245HB78ZOOJ22;86
18067;4RIQJCWZ50L95;64
10998;Z6Z69S28T739R;86
10923;7N9B574CSXQ67;50
16002;L65VN9KW9V2J7;61
11294;T43949Y0655IN;16
12997;RKRT57L8B9Z6E;54
17753;HG7FT9WF47U74;91
15146;51Z803A3ZT54G;52
14444;66F76O9106WFE;98
10618;XH93T6L1XO64H;47
15304;ORP6085BT041J;94
10563;0X3E6418IF7DY;45
10253;Y53910O6686AW;91
17618;K0L0WO6GP82B2;96
10752;MLAI2MVOV9J38;59
13703;UK8J3983GYX4Q;38
17310;OAA7I2020E282;59
16795;888JCXJCU5M91;96
12721;W3I2YMXW623PW;31
14026;U203SZ93326TR;71
18034;6VJ74GI4TTAB1;32
13561;GIS25G5RU5N6W;27
14040;HV8QK76EMRN2K;64
10771;TYVSZ2V04VCAT;80
11837;I13HWZE8D83PW;56
16740;R0VY5VI4D921P;54
10711;4AUF993VB25B5;22
14086;CN71PI205717C;75
12455;0JF9AP2A41XDV;85
13703;M9HZIUDG72Q8B;17
13626;73DR90I27LOGB;82
17301;6E6WT418J0BA2;22
18067;SD82KVXQNHG01;12
17329;3344VOM6X4T97;32
15743;B01DG6TBKWLP2;89
17532;VN5335W2LE2CX;99
17293;08008PXM133NX;60
11894;J1VXR46V0DBB8;17
11706;IJ87BZ4HA4Y3Q;75
14051;GZ4QT7L25952G;72
17548;90S872I2X8B53;66
10666;F67J17OD8D6D8;19
12724;X025AD3SD7D66;51
14753;MUG7KUAG6Z848;57
15837;5O96N46DP2C69;75
13985;3TMY85C32TCX4;66
10166;7OEVL4UUU344Z;58
12239;P91T8K3O7IG26;50
17610;B06XQEL13QJG4;23
10228;5K758RE306KWB;98
14834;UN19M4H132BP6;53
16776;2070P897VA1JX;52
10362;4V9G9ETW9Y0RL;93
13150;073464Z576N93;45
13302;ZM206G6731KC6;87
13799;PPF1FODOE0PKH;61
12021;5R419MZE8TQE0;49
10162;54SD76937LGDA;35
10169;6410DEI00V9N7;21
10625;2UEAT9C6PVAO1;72
11741;MQ1VW9L27XF3X;84
15114;OND084EPV00DF;27
14682;RVN2D1LIV7ZUW;35
14939;V6OLJ62O10ASJ;75
17993;423LM2AC8WGB2;27
17176;SW7CA59E1141M;80
13561;UH2832A757520;41
15105;7WO2163VG48U2;87
13128;PVF20FVV49O22;54
13002;ZL2C759Q9W5M2;94
16219;YB71AI773GR36;83
13350;7OA81DREV72FL;44
13627;0X3E6418IF7DY;43
17265;D2WT5YP3G163O;78
15333;M8576O6ATEFMZ;63
12903;J8FEZ619DSA36;81
10832;0H7LAFU73P1S0;68
16866;2YMSAEL829S8W;52
10540;P49K8R10F1356;21
17866;2U2P6AM9O7347;87
12301;D3D4XYXP654LM;14
10544;UT7Y223NXZDD1;83
13985;3UB9M68987J98;10
10630;1929HQQET0751;71
15811;4AUF993VB25B5;46
12173;T2U47A085RW97;42
13329;3526R0X0S75C2;13
10831;67VM4L8744W30;10
12136;6XN6J7OM2LPLZ;16
13975;HG7FT9WF47U74;57
14865;XC1TZU735O9SE;79
15710;045U00A07R0PA;60
16314;F674VA9OT1PI4;53
16709;MKWBVFPAMP647;23
16109;491GKD86HNPE3;100
13561;758WI2N1X9OVG;37
14209;RLL1B2906J4RX;76
12202;Q7F9R9CEB06TR;70
12326;1UDM0674D2RX3;90
11853;S899N2796L17M;70
14340;Y5OV2ZAO57306;46
13686;5X3N71H3WS0PG;51
15751;3DGLO0066T7O8;79
13568;YMX457NP051UK;69
12547;2Y754GZHHCLCS;46
14617;FQF3QF2DWHP91;92
16462;B53Q046ZV30XI;50
12800;105P3W2X4DL2U;83
10625;62JII52D45A9D;35
13990;YIQA75H33P4HA;44
11336;6O79YIZ1O1FN9;83
11471;XCH7HIZH3V2LI;69
14923;7A7I4526BB6R3;34
14334;RP0JYCO010I64;64
15146;LVCR4X0880L4A;56
13961;GZD873N762MT9;87
14361;Y3CCKV1ZX8ZMX;14
12416;01032ZPAUL94X;29
10132;3989109S831JM;88
13927;D5H9YR2ZN80IB;46
11930;M7HT7I7Z100PF;29
14393;Y3CCKV1ZX8ZMX;73
13511;TNHWH9N75W7W3;73
16366;K90PK1OF03Z65;51
12046;8CSX9S77ILI8E;40
15121;58C8R71XHXGM0;59
15130;22L0MQP1K9931;95
13598;FWS6OV8T37432;94
15175;C1A063KHH35XL;58
17148;Q7F9R9CEB06TR;16
12003;062V719ESH094;85
13503;G6DJA30361DN8;61
13077;62W7587RSR9Z7;49
14694;6C6KPXMH2Q7T2;99
12603;7K5653STI0718;29
17626;TY5YT5G8GTW4A;29
11240;L9EG35FEG76B7;68
12325;M779PE5NA2TM5;54
11921;7A97K09ZA33SN;34
12882;YIQA75H33P4HA;44
13503;NT4S7975O8MD8;28
12375;85U1VEW79WHN0;100
11534;16C0629N794VN;83
10666;LZ8153FS5GU3I;77
14756;9CVQZ9EUF4H27;78
17251;293B6L7H26S61;67
13128;075WYHM30OFH5;30
14942;23AX8E7L9W241;68
13063;MWA106244O40J;39
10306;3YP8W8H912X19;55
16243;47RVCHJAO7P42;86
10686;1Y8QV1O420HL1;52
16348;HYLZ2BA953SCF;61
15444;27B83T5NR0H8J;41
15687;JR3N969ZWQ136;20
10685;272T213AEKJAT;47
16243;D944KWER3FZSN;73
10859;B7FS544STUOE1;52
15105;JV4IF9SPY8J10;47
17626;AG6771TO93461;38
12778;8MJL961WCK42C;97
16102;H80X11SY487SA;10
14599;PZ1XYR1JJ3PEU;63
12420;YPRI0R9916V8M;70
10822;XT5H7D6NRX78P;86
12172;7A97K09ZA33SN;39
12087;55N59CEZ6HW90;30
13778;13O1431849VJ5;99
13979;O4ZLQH41BSX6N;92
15375;8WWMQ7LF4HBK0;68
11491;3394A0IY822TE;78
11547;S85N1I3M9993C;21
17548;X759PZQ07L2O9;80
15618;3QJ697R95ZCOM;26
10307;82ZRYK2I0NJ1O;41
12547;U8XHY456DAQDR;53
13818;7FKL1W73VO25S;12
17605;RMP104H9OQ60Z;61
15355;O4ZLQH41BSX6N;85
14872;60X6OOR30P89E;12
16109;4R6QHX96JCW43;92
12172;GSIM4I5353K1V;57
10874;C1A063KHH35XL;57
15720;1929HQQET0751;75
15832;C69SNNL54II4S;51
14609;V9N5B9RPRNUH9;53
10432;ZZ9O33J13316T;53
12003;YB777TRVAXSUH;38
15039;T39YK36MSRQMG;43
17475;8T4R55S8P7HS0;100
14253;FGG6M29BF81XV;77
13503;172CA244H7S66;67
11576;AOENB916ZO871;35
12014;4R6QHX96JCW43;42
13801;YJ6077TDV4333;34
18018;AE2G3G489W0I3;22
12136;TPFSH7668F6BU;94
11073;E2I551326JTR7;46
14717;85U1VEW79WHN0;40
14776;21O5YXBO98RP1;31
11636;9R355P3P37001;23
17280;IF753Z985I1R2;48
13503;18KV4642122DQ;60
11279;073464Z576N93;36
12375;0IHF5OJE2EJLC;73
11006;C4RR3D7H39D88;95
17148;285J60D4WTUXU;87
11534;924ZMW3C475LT;97
11837;8455ZTLJO5WC1;12
14657;B9U927O18SD58;31
12544;2T251KT3JI387;78
16091;982S0U1TFN554;59
14026;94R125KLXQ8DO;11
16102;149G00939B09A;48
14640;IQAAI1OPDF1HY;29
17093;HAHYZ7ZI41Y62;84
16993;8CU69F6GGTBL2;62
14729;T2PXO5Z9LWT10;54
10539;XJZVF2Z7OYB04;97
16009;8YM05OE38BM42;91
16863;WMPR9891NNF7V;60
13032;3DK1TKLX0O5AP;47
14923;D06YGPIC036QY;12
11660;H0U9TDN6264GD;31
17280;19NA5063P4GAM;48
14923;06K2DOSM51V05;80
11029;1251LH0L8N30M;34
10847;1T3152MW9RE1X;17
11235;41E50671SPJ29;99
12363;94KSTF6479042;70
16597;0519J683G1L8W;73
14725;S85N1I3M9993C;98
15304;16V09ZWJB894B;55
15822;0H7LAFU73P1S0;69
12329;HTC619IONKSY9;92
16380;RLL1B2906J4RX;67
10786;EU278T91MGY7G;89
14051;1T9YGD0DFCH02;67
17398;9441NQ6RZ2L37;91
15604;0N7866021HE0F;20
16950;V0Y582CN85POK;74
10434;XY7N4A15XD536;94
10540;B1U94FPWSF12T;31
10735;7T3N61RHSXAO3;37
13703;U39WUSL955WD2;91
17169;S6E1R8L56JW6I;87
17371;G4UGV018ABA26;40
11707;9XZ98U707G275;32
16649;167593Z8P869K;73
10964;N16N78NNF580A;40
14051;K2D06N7EY634L;98
15822;KXAN4LH8011S8;76
10103;8PQ6AQ4LVHMME;45
17301;JTU5D55XI4N11;100
18080;7L2C0P9HQ3ILP;65
11240;6Q8I4P74W58AT;82
10771;Q79P1JLP8UMGI;73
15471;20UT106N1UFTH;64
17435;G5343481415TO;63
10400;3381222879XNC;87
15272;2EXDYO00A22C4;26
10445;GP28477U09AH6;36
16366;B1U94FPWSF12T;46
10324;M71DVB350EK28;81
15309;OIZWNQHR8J14Q;14
16690;J5KS6Z73V230U;83
10631;10C1YNA6T9OZ2;99
16619;J001BQ088G950;93
14694;E3B7G4Z6S2VTF;47
13128;7X17DZNC23BFM;22
10656;61YOB8311NJK5;14
11326;09G44UXK26R77;44
11070;I5ZZ6RGRP3L98;53
15457;NT4S7975O8MD8;88
13568;7FKL1W73VO25S;72
10547;F4210433S6AG2;18
15734;J001BQ088G950;23
10161;V4OLK6624YBPX;96
17371;K9J5E2D6387CE;65
15205;3JWF27B09SZ5A;48
16708;9Y3O65WM46MTW;30
16065;855LN5F5Y216J;42
16952;VE2Y7YGEZM6HE;46
17723;I77I985R75W4X;66
15060;9609835JAA2O1;30
12508;ZC85XAQC22908;79
14271;5N3L2YN59XK42;74
16707;WR9YZ6V406DZ7;79
10600;26WJ9F5IHB659;66
10540;30DDZNAADYBQX;44
16776;OQK4Z8Q71UL36;39
16595;82404HQ70SS7D;52
17301;68913NVUV0645;34
13799;H98G64J31YJC8;56
14334;1Y8QV1O420HL1;31
15501;Y5OV2ZAO57306;42
10954;5SRP2JQ67A86E;74
13778;2434B3382XL6P;10
16740;14D7YH0J8BYTR;24
16713;8O0J1SUE3341Q;70
15285;4ID30A50P9ETC;73
13503;OS50ASUTHOPVB;33
12375;SY326VGFNDY03;60
10132;P0R1DJTEP1387;46
14678;0I8C7K3TXDX59;89
10424;5TQ49113J61J9;35
17102;T39YK36MSRQMG;26
10169;9OH19HGV787EJ;68
11894;OTQAA994U17O4;63
15710;08C4KMM2C35SN;32
15067;R182R41M261O0;24
12882;917OY6M2AGK56;92
17251;K6NW678S40G70;54
14259;1A2LM91D7XIB6;94
16740;7FKL1W73VO25S;26
12144;J92C782EQ4319;38
11294;Q1IJXMP53J3UT;95
13041;1GZV54T6XP3DZ;26
16365;AJVDA481AC219;45
15248;R3IJ79D5K143I;21
10103;MS6R0ZBF315V3;25
12468;370814524574I;100
13435;O3J046PE816YL;22
16743;533Z32693GJ76;53
14026;75885V22928X4;94
13778;8RF33EHJBHBKG;44
10859;LR70O9O7QLOK3;33
15118;1950X4108J533;79
13904;W66HHFO834I6Q;60
11442;54SD76937LGDA;32
13092;X5J0604629J6K;89
17176;P0R1DJTEP1387;28
12662;C560P6O55FH7K;60
14340;9X6AT76F4JK6Q;26
14192;9K6YVUOV2X936;62
16497;58HC6LCA08SA4;82
16002;PKJRNU86C72LA;47
14175;126WL4F030J07;93
17450;W2K98OOS20OD9;70
13731;OY59O8X1B22K3;74
10169;N16N78NNF580A;13
15333;340L3RZ62QRH0;34
14788;Q0JF706000I09;54
10631;31APCN051QXVT;53
17102;L27F2792BBZZ9;51
17950;GSIM4I5353K1V;33
11240;58YLN42D4W7AE;85
16470;YHWJ44OWA0K68;55
11651;9G29G57L7JV19;69
13589;1I6YW248R577J;44
15437;M0Y16DM5104R0;61
13694;6D47C9YSW8C79;57
11491;88DU8D673807J;99
10685;138856I9I4Q3E;66
14023;50TVN134W896R;100
10524;Y1M7OW6ZLR1M8;45
12561;271CXFB907HT5;32
13799;XCH7HIZH3V2LI;51
12561;UQ761HABM3R2O;76
10324;6H880A8G6IN79;93
15887;JP8L6SJAP2GCY;68
14954;806AA28G68GLP;27
11212;TLG47EW940PIR;14
15121;H46A389R6344F;59
14444;PXO21QE7SE59H;85
15333;V66XZH99L27BI;28
13888;8HL405E528I8B;36
10830;ZZRV1L9B1VT82;94
14043;NS1326FNG1P1M;42
16708;XBX7NUANS1Y81;27
12896;9725HUK9VUP25;76
13009;J7YNBG1PXR1C1;20
12966;G46MF8PM9E0HN;24
12347;WMPR9891NNF7V;17
10228;HJ87B327A8LY8;66
16792;QMOMOZGAVH0G0;87
15548;393W61TJ3D3MW;73
12439;093H65821Y3HE;25
10906;CMMGW8U1JP3RI;12
13881;4WYB622VL60L4;28
10380;N800OJ9AT259H;13
16898;07KF705VQ5PRX;36
13511;DN325U83WW223;34
17697;5WC656169U0L0;44
10625;G577CTLL490F4;80
16505;X1VTE0T1V4S14;57
16348;J4G3ME0LXZ581;59
14141;36C2DTP399065;40
14657;X759PZQ07L2O9;85
14753;SY326VGFNDY03;94
17265;7GQ0TPX957T31;61
10771;6D47C9YSW8C79;27
11628;6B0SIUYC82P5M;30
14387;NSHWW898BOJV8;74
17342;2VIQ06OTH3652;65
12882;W05FD8UN3RMAY;72
16506;I7DCB8P8248PU;98
15614;YIPB92339UGNK;43
17028;C281MMG82436F;58
12347;IHL74COQLS8N2;75
17762;NT4S7975O8MD8;98
11790;O7NHXI78NV6DO;66
13150;O866R4A2W32P7;73
13961;C120FW58A7KDM;59
14051;XGHMR1ON7VNX8;87
15555;83S4SX5D9F98L;90
13268;PV2PG5J195R76;24
12225;3421TTS920M6Q;79
16489;6D84NP7RR7701;64
16348;74TBRMI26KU13;33
17337;ZJS05W8V7D32V;93
16708;31LA731R9II7K;65
16505;4KR019C58SQ6J;65
13694;TA0V7A5008S4U;27
15877;J165TPW9W8680;39
14863;K4P5PMC31KCW1;18
17837;2435E2LCP1L04;31
10691;7LQDR694J1152;65
11683;87N03OPCLB2JG;26
15743;7FKL1W73VO25S;12
14495;R3LSJB3QD2O5G;41
16719;J826X12L553R0;99
12561;06R8JGXC1737D;83
11235;D93N3V39A449I;76
11807;FWPSZ73959APX;78
17329;5FF01TCKOFQ6M;86
17293;9M66V1HCR5YOA;35
12792;XT5H7D6NRX78P;57
14093;WCT76CA65Y0QZ;49
12416;Z09461EST8NV7;19
10847;538E11F2IHI6V;40
14093;9Q1HSVMSJ89C4;59
16663;9XGS78JZLR614;10
16236;CN6615H618444;47
10579;5ICBBW0006Z0D;69
12014;213O032WPG6F8;77
10441;5E50JR6G4U3AW;92
10656;CQ892QN327K2V;90
14204;704233E6G06O2;74
17250;R83X3Y9ITZHO4;36
16882;6H880A8G6IN79;68
15734;QCYE88Q0I9GDS;51
14363;8896JM6UF6D8U;45
17371;YJ6077TDV4333;67
11853;EJ320BOFY5ENU;68
10160;TC1159MN85QU9;12
14232;DN325U83WW223;39
15114;B5K70MZ30UCF0;48
17424;67485205ELOM2;19
16956;722WSF7CAC962;74
14232;ZFGR39NJB12EN;26
17753;021687OH2S8IY;45
10964;J22HXGO750N9K;73
10600;6HEP5GD85J682;45
15121;X35Q9H5V5G48T;39
13063;6O79YIZ1O1FN9;33
12603;B7FS544STUOE1;54
14609;9FP14517YR0T4;50
15671;O8JK33JWA3IX8;15
16091;1929HQQET0751;68
13105;5S25R4618K6J0;46
11377;FLTV8G1NB3864;79
11235;1YR8V8TA8QRIS;19
14390;M52473W11Y90G;34
16188;245HB78ZOOJ22;15
10805;69O994145D5WI;49
16295;O1ELKPM4YYW7Z;40
14043;3R5W06V0PZV0D;80
16954;758A6L2M195I6;99
17876;G6N57T9DAVK3D;81
10166;7CO95DI3RNV30;34
14495;8946LGOUET061;14
16453;5K758RE306KWB;66
12455;10RWC1Q45737M;85
14390;WPO7BU5A68OS9;22
15569;413ZF0F9GW2U2;97
16737;68913NVUV0645;90
13657;JW8WR05ISPSE4;79
15822;AGUF6TNI72ZD2;35
16956;SHZ6IJVEN76P4;91
10130;Y77Q32FLS888O;97
13979;O37XGKM505N3P;74
10923;5U7GL8WMPLN64;77
11786;4N7VJNE81A998;11
14834;4ID30A50P9ETC;24
16863;V0Y582CN85POK;82
11126;ZZ9O33J13316T;87
16741;ZD4925X1Z29AJ;90
14145;4ZP394FXE8IEC;34
16776;IO63G6P7181RF;32
13604;ZFGR39NJB12EN;61
14407;7M3CBLN47AGO0;10
13801;20UT106N1UFTH;53
16557;4KR019C58SQ6J;84
16286;YQ1K9QDW7217N;56
16497;Q7527AW812918;58
15604;105P3W2X4DL2U;79
17886;1097G82BK443G;14
13139;RVN2D1LIV7ZUW;33
12070;1092P5GRE9037;39
16065;R40S6BFLEZV69;46
12441;XF8BREB8G9159;13
17605;37KB1XY47X661;82
11172;A2A63862549ZV;88
15096;2W1V1X8PXVYD1;31
14599;7328956VYA11S;80
15272;66F76O9106WFE;79
17723;PZ7D2V983T8AT;14
15743;74TBRMI26KU13;81
11385;97O9J421RPV5X;61
17880;8D716B769IJW8;75
14495;69O994145D5WI;28
11191;X825L1X15J3GH;31
14897;QY93C46LPOSI6;92
14218;XZ8X0QFPV9B70;24
16737;F4210433S6AG2;55
14086;P64YEIWA8TQ0I;83
13961;31343TR9822LM;25
13741;6H880A8G6IN79;44
15751;KE8B6D6FCDPP9;60
17427;MFK8HXWQWEO6T;82
