id_factura;id_producto;cantidad
850463;070AN7Y581O82;13
325356;6XD48K3K4JROQ;16
958107;405I7015MJ5IR;11
448013;WFKL42324P257;30
294537;P8APBY44LRC4G;18
911705;12T3E6X448920;2
831105;UA5162LNP2Z3V;27
980517;64072XCI6BEAY;16
331657;641941QGC12GZ;28
411689;2935W719K99PA;8
816320;4AG2IHXA1T491;26
284245;FQS1C6UF6YBJ8;18
975535;04UN35OST6826;3
295137;7RG4ZZ8Y14UO6;22
629361;Z0OW4CD8KQ4E2;12
235373;ZJCFR17Q327YQ;18
836039;I8QM1L6YQ61B2;3
389789;KP675E7T518VU;15
373585;PZ1XYR1JJ3PEU;10
1011650;7LQR55ANPLT38;12
302895;SSG95939W6V8Q;16
871846;VCCY90JE85K91;24
482081;FX0JQZM51PD8E;25
583358;9428EJIA3NJ31;5
346132;N1X5W80599KS6;21
718185;AH5C8Z6OXO54Z;15
830931;6QBGYS7XEMJZZ;24
390068;79Z3EI3OZLA82;23
321167;58NHSF356L76X;2
828853;25P96TVD6S8I3;16
454188;8J88OBI048YQS;14
803210;H1J76I62TNRVP;20
923074;IRL91W3I24785;7
614343;FA4LVUIX4F4U9;24
400051;20A62JL1W3U7V;16
238713;UG630C1335HIQ;10
778760;8J1B1FNB4M4EV;5
407197;P98S5YW67ID6F;19
848394;47WP80T336R3E;19
828751;MMK69PWR6FZ4N;30
673154;60O5PYS7D531G;27
250575;2QL757114UGIB;6
776212;UVBXE6O4L1P9P;22
735570;7JYRMD496DPBT;11
948216;6188YJKSEZN89;12
409924;3J7J69NT2PHJ1;15
652486;5U4GT4RI1V949;6
777704;3ZY2H12B6R530;12
339108;8AWRS92FZ1XU0;21
531936;X571E62JP032S;27
654141;1V163O0450158;3
797895;3G72EE3DVF1R0;15
834730;3FU3S57YC0AMK;21
937527;10960LILK84PC;7
904521;U5QWD1WAC9B6B;7
691864;664O58WB23G4O;28
499063;Q537AZ0UTC8LL;2
996490;962Q876OS50CD;16
512633;7T5O53TL8KI8V;12
395429;V8RR2F95L9G30;28
763066;WKB78C2I62GN0;16
760431;239Y6I7644PBY;1
999787;1768L907D4STA;10
447045;481A972UBU855;4
387348;Q54RQ3PGW96Q9;25
381984;6E2U2Y5BKD4P8;27
741219;IK5HBUBDOH349;5
896895;RGALAQD9V5Z56;19
869982;N7OL4EOPK8N6H;10
991134;J05XM283J4291;22
586886;JB89JA95YFNZX;19
530000;4G4AOTG2L9O2Y;5
791546;V2J00I5820WD7;6
412590;I1J2421G86322;26
282202;LKX92J7988HP6;18
777086;66LV8Y259HQ4F;26
716802;H31249SHZ1HM3;6
841451;D50OP4ITS188K;5
474814;0K89O1F0D380F;24
774508;88L4D8X2N2T14;4
432509;2HCJY6H679515;13
275970;GI2849H848NKF;15
498000;AX78WS8N8DDAD;9
725316;6WR2257T0294J;17
