id_factura;id_promocion
667043;19503
930938;19420
525008;19110
768523;19432
801205;19406
406029;19501
879635;19378
491300;19255
265331;19575
737458;19289
269126;19423
334045;19330
815278;19534
380151;19117
274162;19246
404692;19223
841408;19471
308376;19253
743773;19488
340897;19131
463682;19147
912476;19134
526001;19436
235792;19479
541854;19517
353040;19214
822146;19331
359324;19155
499572;19465
502326;19455
789713;19302
239801;19445
326457;19476
710222;19243
780720;19332
903339;19537
981277;19410
417001;19528
812609;19478
912949;19193
903787;19305
765308;19565
829920;19429
482509;19366
315975;19396
251102;19526
564912;19197
581464;19594
965969;19524
268666;19569
972758;19453
1003248;19336
713534;19397
325430;19204
935804;19454
390636;19162
963738;19358
238465;19479
668731;19119
367102;19300
432991;19259
523368;19574
622397;19292
397876;19184
467179;19228
678850;19384
421937;19374
990971;19505
575505;19277
253297;19565
616040;19215
352277;19339
287550;19325
232224;19498
220262;19345
875655;19464
963599;19388
366048;19334
336449;19112
615605;19200
877505;19305
884831;19536
230568;19592
705985;19212
576231;19409
324250;19409
853403;19559
331051;19535
441403;19326
807370;19583
379568;19542
282994;19491
384243;19166
993766;19523
537016;19326
747275;19309
718548;19323
815451;19563
867640;19252
824719;19305
886271;19222
396729;19304
432048;19593
590874;19258
261958;19258
553649;19549
838422;19520
719649;19250
939357;19235
1011017;19534
863646;19531
682633;19524
1001016;19545
359067;19489
251815;19400
420521;19516
372154;19509
595533;19445
655897;19148
332018;19320
563453;19160
449620;19172
723773;19347
921888;19226
1017360;19526
937501;19579
694145;19573
795550;19133
827300;19395
821930;19318
908876;19563
479332;19573
294125;19369
763925;19440
667080;19332
266048;19335
562422;19166
822695;19415
723252;19369
514855;19374
663306;19357
457397;19252
894752;19239
636697;19515
672835;19483
840167;19195
683906;19551
927128;19245
643504;19560
962656;19507
407212;19416
489087;19119
232810;19149
677747;19262
673445;19217
407232;19399
909844;19105
444257;19207
829555;19151
683108;19102
567090;19592
351001;19401
352422;19265
643763;19322
449879;19211
343356;19454
815273;19577
553036;19365
702718;19433
874505;19280
594782;19494
649453;19279
334260;19273
393508;19397
551872;19376
532461;19329
825951;19597
784477;19234
503898;19174
443008;19418
902478;19327
535633;19281
416455;19509
451315;19216
493156;19317
349549;19529
362462;19240
902170;19253
676112;19123
232378;19558
893934;19178
491270;19210
620923;19309
899067;19101
877089;19170
487562;19285
634912;19131
792275;19401
732337;19484
549112;19446
406440;19499
426753;19449
440161;19169
259594;19368
888498;19406
283621;19443
228090;19553
632469;19582
664522;19158
935489;19136
889316;19189
342539;19220
516109;19163
263519;19576
720048;19179
364574;19500
1007486;19288
634129;19169
342093;19525
708813;19465
678606;19197
249478;19473
538165;19110
691074;19529
504510;19461
260152;19594
513026;19527
272144;19340
755488;19342
384347;19394
376071;19549
524392;19596
643997;19253
287748;19126
980856;19357
483996;19574
398227;19263
963137;19186
826073;19431
453104;19400
496639;19576
454992;19471
1000684;19340
920323;19424
625712;19421
532920;19589
897508;19424
875932;19495
553516;19312
334789;19256
737938;19478
742795;19150
948525;19575
681626;19117
516583;19549
618384;19539
748691;19198
890279;19458
349989;19232
984854;19248
285522;19257
865728;19130
870070;19260
604255;19150
863857;19363
996657;19232
653759;19568
860537;19551
936598;19553
469711;19577
314025;19329
945015;19581
250770;19574
882031;19192
757874;19194
258921;19305
692515;19283
244992;19131
542743;19311
251197;19170
223850;19342
519776;19375
803157;19357
752930;19289
379415;19388
787514;19124
956606;19112
671189;19557
958042;19424
579844;19194
720914;19256
969296;19225
301075;19207
846058;19257
896340;19561
916484;19353
270552;19578
309865;19475
417322;19452
908373;19157
855243;19146
843618;19197
611976;19285
897032;19589
958699;19486
924274;19532
274622;19391
535957;19581
317544;19541
653402;19303
457385;19161
341644;19375
301369;19437
1011161;19292
751422;19346
240536;19576
568793;19365
728631;19208
946001;19158
310248;19124
660422;19207
673233;19506
982968;19233
335823;19176
395989;19129
656057;19206
669679;19273
602161;19183
842947;19221
563135;19269
728661;19357
563287;19569
354380;19556
377557;19581
556339;19313
847239;19535
290974;19536
229830;19215
583957;19441
955995;19443
750641;19483
367945;19504
484168;19187
367797;19477
454306;19212
874443;19168
598491;19204
266436;19332
880496;19304
370887;19459
678331;19504
566749;19304
547524;19515
222236;19207
375527;19212
588580;19389
630975;19167
533105;19197
1015615;19327
330415;19349
721732;19432
926427;19596
612533;19145
528519;19225
723115;19414
246139;19477
252806;19519
278504;19210
957047;19303
471584;19352
761936;19495
736556;19103
833607;19412
958086;19372
335039;19383
236481;19463
623719;19345
783021;19369
644999;19173
700406;19292
353362;19477
797372;19243
659635;19541
252015;19551
525791;19535
921136;19175
805394;19365
516657;19293
594863;19378
824574;19307
767494;19224
821696;19225
572998;19229
270419;19455
969633;19392
278233;19481
923808;19543
812049;19372
722272;19484
439679;19175
746304;19184
770178;19585
1014463;19425
1014209;19111
610892;19159
692572;19312
475320;19515
537226;19326
851604;19298
646524;19432
726584;19385
435814;19178
998936;19362
767822;19135
414217;19327
869958;19326
805229;19180
687663;19243
578225;19495
558816;19333
772658;19530
934782;19320
414770;19412
960207;19384
700584;19565
601420;19119
645599;19561
630156;19598
665332;19126
562412;19242
249554;19461
531290;19495
531740;19109
547599;19409
736588;19459
941076;19521
851132;19309
853521;19296
503173;19569
830638;19421
241390;19135
640887;19139
935777;19391
320731;19475
303320;19177
776790;19158
381758;19388
658401;19149
975689;19271
622418;19143
796847;19259
267765;19129
928142;19447
970405;19312
418297;19519
263033;19222
956818;19165
381374;19172
628527;19466
498445;19266
529203;19495
513273;19326
635570;19268
680474;19112
922820;19412
919778;19577
585450;19528
301318;19197
964493;19395
790570;19444
296349;19136
607526;19514
735750;19468
395362;19396
338086;19463
343441;19496
992589;19599
443693;19260
395539;19477
467426;19112
353339;19441
480098;19456
399587;19533
859641;19344
670592;19499
426055;19498
277810;19164
975149;19365
562661;19557
989390;19225
323869;19523
706799;19503
909100;19402
502478;19206
384687;19229
989302;19266
339408;19373
1011952;19391
659282;19480
496406;19547
295416;19551
524748;19506
787372;19283
339656;19339
373316;19253
605923;19314
449146;19309
612247;19594
447473;19492
357034;19265
514376;19108
970730;19181
456610;19401
838530;19189
755335;19440
455378;19488
644068;19600
237465;19381
406540;19145
519003;19527
410795;19285
469861;19275
550576;19136
758157;19137
986243;19264
620660;19450
316217;19438
307761;19359
517165;19188
280834;19497
568918;19280
887761;19397
661822;19300
269307;19115
879561;19187
477390;19147
286362;19175
765830;19146
799572;19132
831770;19336
634817;19490
348562;19301
337384;19204
375730;19517
450937;19591
278871;19520
238327;19306
480750;19232
537648;19167
833200;19580
430646;19240
948264;19308
271163;19139
327747;19113
317852;19438
588437;19464
383549;19334
267117;19448
798973;19381
633131;19368
610928;19419
788965;19385
872974;19293
523609;19151
732009;19600
821463;19181
405130;19226
503789;19135
676329;19523
644044;19301
291563;19413
897094;19415
791001;19285
989379;19324
951523;19561
759030;19376
949735;19264
464209;19358
300551;19262
997108;19383
831866;19139
258786;19495
562280;19170
803564;19121
235788;19289
759571;19198
512858;19276
570934;19516
931119;19441
985922;19132
702348;19119
942068;19456
785884;19521
606902;19356
957555;19203
898808;19375
500832;19243
522496;19406
671114;19327
858457;19219
435301;19298
346963;19525
541649;19349
896622;19444
268592;19231
721403;19260
605437;19348
757441;19539
309603;19506
257958;19201
885758;19585
609957;19235
396487;19599
716923;19581
814253;19280
232924;19502
423645;19480
255299;19584
455586;19194
397686;19519
315126;19180
862965;19473
497588;19545
743036;19349
775189;19257
415313;19526
946164;19420
416110;19322
589537;19557
460575;19540
387819;19324
822627;19446
613018;19111
811095;19511
442053;19550
529310;19269
253792;19160
754173;19480
652358;19439
877703;19131
799257;19435
465755;19476
319956;19404
406005;19200
952997;19235
922172;19223
725960;19185
395358;19108
1016129;19113
435195;19459
586725;19485
517545;19407
741242;19509
812616;19123
823196;19465
531483;19174
644382;19529
933202;19280
534092;19538
547625;19230
403670;19202
394525;19194
471060;19155
349141;19149
668121;19156
281155;19234
269872;19344
908431;19124
749997;19418
841854;19333
287640;19352
782613;19428
674398;19125
857130;19181
727524;19557
248291;19576
784223;19311
532905;19233
292065;19374
941838;19564
300312;19442
652885;19513
576854;19422
992589;19265
381804;19389
420085;19123
630060;19546
660099;19169
893024;19581
359460;19271
812415;19345
363024;19344
339000;19383
787288;19104
859990;19562
565360;19287
700455;19433
813782;19144
381626;19447
900393;19536
778633;19120
641285;19419
686433;19176
856028;19408
665522;19402
434805;19294
695193;19284
702521;19233
802101;19493
638850;19141
656574;19493
911593;19457
713460;19252
731183;19211
364652;19130
805436;19165
753040;19107
586450;19466
753370;19574
691120;19451
347374;19242
688302;19127
223536;19354
609867;19149
700520;19171
446575;19438
893249;19101
363442;19527
432191;19149
977424;19430
832859;19370
995506;19306
277443;19336
314712;19318
489316;19431
598998;19190
621198;19235
232399;19285
750764;19462
259941;19489
354865;19468
741942;19477
574102;19578
939721;19113
823643;19488
447086;19332
704018;19561
913707;19274
750507;19331
895419;19369
662292;19483
436887;19225
781972;19308
503791;19272
261518;19547
657235;19550
398069;19539
943626;19265
912096;19168
491764;19280
790056;19247
876472;19235
793137;19292
717736;19102
491980;19464
504511;19357
380649;19249
946917;19170
567840;19365
614459;19169
506224;19562
682040;19563
935574;19500
738694;19476
776161;19486
1011135;19569
326478;19421
406850;19529
337552;19359
637494;19292
540861;19264
615378;19448
939190;19109
988481;19393
863210;19150
723103;19371
356556;19166
500378;19358
664898;19231
662246;19562
1009900;19581
598201;19389
240447;19318
428722;19245
357194;19566
701283;19423
920753;19548
759362;19458
990553;19416
458241;19191
721041;19265
770861;19444
279326;19363
511761;19214
419358;19394
778242;19302
320015;19300
774123;19302
662076;19243
1016817;19281
734378;19489
529748;19381
448253;19315
248880;19438
907373;19420
399838;19504
505071;19234
683795;19320
742648;19402
970391;19467
975024;19440
519334;19566
1010594;19262
701241;19517
1014005;19248
317639;19559
721138;19125
259587;19277
825826;19450
586895;19550
796204;19394
408420;19490
555829;19454
970316;19242
840417;19274
445488;19555
636542;19237
555541;19544
227269;19569
889609;19457
887654;19192
822684;19213
529632;19552
324534;19394
628803;19198
452351;19485
781495;19101
956756;19348
790633;19102
559310;19467
1005695;19464
521947;19466
545868;19210
867520;19399
502084;19385
293110;19131
253802;19451
629565;19568
979829;19382
423327;19409
226704;19274
240794;19484
860370;19375
474554;19468
771205;19107
706164;19213
857026;19439
383371;19373
902109;19444
844812;19565
778920;19211
367382;19526
221393;19365
573505;19548
676252;19440
278693;19120
269500;19394
441231;19571
777194;19460
468042;19587
427477;19536
321926;19426
686085;19130
537151;19577
644099;19142
284948;19227
286731;19208
507898;19321
874858;19135
647099;19297
266720;19222
294661;19354
274678;19360
596458;19334
933828;19152
848525;19539
921067;19409
1017021;19452
755581;19170
418974;19547
235124;19263
483967;19440
340936;19492
350757;19442
450268;19596
990647;19414
295320;19474
265800;19123
630443;19186
482843;19364
640858;19568
522910;19325
528133;19460
999504;19568
344232;19404
577365;19527
946812;19188
612947;19127
555542;19382
972957;19117
391021;19575
691111;19110
999988;19515
234559;19382
856055;19208
715120;19389
786894;19228
395183;19261
393674;19515
683806;19487
736876;19426
495330;19600
223562;19590
612204;19485
227534;19348
813315;19557
888325;19373
612425;19151
652320;19138
551626;19515
375946;19337
382153;19205
951463;19585
835105;19293
572001;19599
268032;19121
826519;19361
493223;19231
760924;19483
401497;19153
837815;19505
584145;19155
502667;19149
830901;19282
756895;19585
528760;19127
307770;19527
976942;19105
275891;19184
769886;19569
377094;19136
485607;19579
636612;19254
521442;19270
946413;19542
541717;19483
734250;19452
958155;19329
221259;19258
845229;19347
875979;19253
408413;19272
708865;19219
625468;19210
945489;19499
928120;19453
899920;19500
481104;19114
469461;19325
829123;19399
681862;19407
868065;19164
372283;19271
810060;19124
427907;19148
775042;19564
513778;19125
776897;19107
588757;19146
652101;19346
771721;19130
481937;19494
352336;19456
974972;19436
709865;19464
803220;19521
417171;19416
240161;19354
734985;19118
533260;19465
343455;19236
918740;19495
245145;19489
611001;19289
316526;19209
408001;19352
802332;19187
697936;19483
419312;19116
237129;19579
823272;19453
602114;19348
275760;19580
639577;19432
307478;19321
542577;19206
260193;19312
541390;19332
511607;19487
754749;19214
552791;19506
677202;19285
346733;19244
694773;19151
705683;19440
480757;19193
583386;19140
834871;19308
263020;19287
728039;19317
696440;19158
721504;19185
789391;19136
798415;19234
713786;19369
831888;19465
420604;19324
752440;19336
228641;19216
400127;19209
554786;19129
428328;19432
460376;19389
365377;19496
765369;19404
949777;19530
864925;19466
520988;19349
322694;19145
356588;19328
770209;19198
411988;19216
563207;19252
506662;19329
717187;19406
748251;19281
808219;19388
481272;19277
881985;19146
480879;19538
276261;19522
533380;19484
845479;19454
805197;19591
355000;19485
258938;19419
306732;19133
620745;19127
293326;19190
239921;19395
437293;19506
413088;19117
342180;19253
943029;19496
536601;19567
930646;19140
398625;19528
239911;19269
469116;19493
425746;19333
975110;19232
996874;19510
524684;19474
464563;19339
699803;19153
636929;19466
589546;19479
840707;19405
322656;19576
985597;19596
923185;19101
992805;19596
706578;19469
520181;19211
780307;19131
935850;19212
391839;19287
714000;19465
402357;19278
933097;19585
344690;19498
643312;19173
564363;19455
649223;19372
768436;19418
362722;19202
843020;19257
409844;19422
231752;19408
416640;19507
292766;19300
950745;19237
848692;19546
887205;19284
773742;19470
296078;19248
725247;19455
1011711;19137
592881;19473
549918;19265
496061;19402
924147;19187
597188;19147
624827;19304
426657;19370
621766;19465
284876;19449
463174;19563
639430;19335
465682;19349
246112;19273
291458;19491
418195;19375
729310;19543
232146;19169
927895;19551
612816;19557
923790;19425
655668;19529
381035;19362
531888;19473
514970;19354
743248;19513
990973;19177
997150;19586
580042;19535
496686;19573
814434;19209
960181;19441
410449;19327
455627;19126
668092;19453
573995;19326
1012437;19291
830420;19432
635272;19567
887157;19169
458070;19300
453008;19577
1004352;19219
725041;19551
260579;19151
994727;19568
812718;19489
836926;19241
289284;19478
428394;19284
521501;19298
409969;19214
571287;19548
413108;19346
872430;19499
300260;19424
883833;19381
356894;19270
777573;19372
362278;19107
491268;19575
769561;19379
902033;19450
760894;19522
405403;19143
911359;19198
823669;19369
236090;19111
999609;19493
670152;19599
223383;19485
454848;19137
470040;19527
903237;19197
221467;19268
750548;19226
747966;19348
486207;19504
690530;19269
269145;19531
864853;19476
915147;19142
342225;19133
826745;19493
618229;19574
809420;19573
561216;19482
494612;19292
912467;19407
306352;19555
372493;19575
366985;19587
941459;19115
881348;19284
381421;19289
766080;19276
970291;19526
333566;19285
999382;19441
929395;19216
728616;19301
280286;19190
653338;19146
343934;19305
338800;19173
752816;19139
246322;19341
838664;19487
452342;19548
903978;19521
537038;19281
281538;19146
619163;19515
434707;19584
866717;19474
437362;19336
292014;19166
627388;19250
503832;19293
539168;19198
1018958;19452
490771;19233
678836;19468
985100;19429
563604;19444
868681;19217
317926;19284
408626;19262
632738;19479
624482;19326
987161;19482
987025;19389
926591;19406
533436;19387
617728;19383
999224;19523
434409;19441
549835;19340
236771;19139
1004456;19348
955903;19586
729245;19212
952282;19469
725028;19123
340787;19351
687402;19524
933258;19474
540039;19593
940982;19319
316855;19263
944596;19205
766184;19568
972295;19352
770816;19192
420019;19566
444336;19339
663553;19255
350908;19107
1018536;19547
1018760;19545
414182;19335
341382;19373
753047;19582
281799;19317
439693;19102
326062;19347
816631;19545
694355;19540
379910;19436
541592;19544
381835;19469
753558;19542
374384;19194
222027;19538
935792;19157
596345;19126
428404;19534
723190;19514
502674;19188
340636;19347
841992;19423
653012;19147
363218;19492
310978;19335
367525;19446
821442;19579
868177;19143
952488;19297
993810;19494
888045;19415
835914;19145
786553;19244
234389;19362
219755;19586
632389;19526
614017;19451
639750;19240
910153;19182
539038;19185
388174;19308
841066;19409
503534;19254
852029;19132
357739;19127
763140;19215
561552;19197
873843;19569
753317;19488
583053;19509
461467;19334
692196;19266
508448;19406
676929;19242
873150;19518
491511;19426
1012127;19161
1010624;19392
284532;19555
264061;19428
943837;19296
481878;19292
495226;19304
441940;19114
340257;19356
500146;19536
601889;19127
876278;19393
586624;19391
565544;19306
334531;19193
920647;19506
902225;19242
787765;19209
662356;19216
692532;19239
376429;19290
385853;19182
697950;19319
359193;19327
600075;19485
283115;19399
823492;19252
988824;19591
319329;19355
568711;19526
451308;19372
627551;19253
324771;19524
965819;19517
617156;19509
735381;19600
223117;19124
661373;19142
985056;19481
418859;19192
627406;19447
765971;19175
373831;19527
987627;19536
250056;19240
561526;19501
837243;19310
991569;19354
592696;19428
712971;19336
518415;19426
480133;19525
335635;19482
408876;19427
964730;19568
919384;19412
704322;19401
849060;19241
927543;19506
746597;19515
757718;19233
514564;19141
774715;19436
633461;19517
405945;19485
369919;19364
987651;19410
708235;19445
511785;19541
609585;19141
871574;19149
708549;19315
487094;19101
306412;19543
814427;19209
418544;19248
654847;19140
223406;19252
995880;19198
871785;19581
774289;19425
913304;19584
276136;19297
949720;19434
271966;19420
670117;19194
743046;19373
239197;19131
881151;19437
908493;19342
707484;19384
719653;19377
533096;19423
537949;19393
632680;19321
973421;19392
456491;19438
751167;19154
541568;19119
901899;19113
499972;19423
356374;19518
263270;19475
242499;19262
255540;19506
542255;19283
929146;19409
427111;19341
892693;19334
724718;19151
782475;19142
344723;19533
615549;19110
842990;19157
366531;19142
331026;19525
294660;19475
374469;19234
839376;19116
648646;19552
706762;19308
449501;19570
354955;19496
680890;19491
279543;19128
473698;19343
840539;19117
678636;19576
226035;19432
844613;19491
484320;19204
679767;19282
404222;19111
949451;19547
937628;19197
385071;19507
463477;19186
574612;19457
319912;19567
1003940;19413
375003;19293
931059;19150
515689;19587
614883;19369
360461;19174
923759;19479
817587;19266
556316;19347
665823;19287
476092;19406
800677;19278
783222;19136
306602;19320
634308;19363
283599;19413
398449;19486
513820;19514
382652;19159
921488;19337
304409;19416
779943;19485
931303;19296
518274;19250
586553;19294
479174;19561
970563;19109
701445;19212
900921;19348
698644;19222
226633;19475
753651;19127
704392;19516
576783;19570
853499;19291
451460;19400
930239;19593
474651;19327
585839;19257
756622;19422
901335;19259
304299;19362
570334;19455
899901;19319
687403;19532
524063;19395
693517;19131
827136;19479
590553;19205
909539;19491
392264;19196
446713;19598
288163;19586
427371;19154
325256;19137
786991;19398
819278;19236
337233;19432
581787;19241
768281;19197
321943;19211
437875;19328
705630;19131
949831;19364
416476;19533
393536;19236
313020;19556
466122;19434
781263;19225
1009672;19261
486910;19592
838289;19411
835024;19575
489808;19522
878685;19440
645723;19568
925467;19265
456068;19101
229419;19288
686693;19254
270545;19426
354820;19341
400035;19161
495593;19362
614122;19526
543253;19578
536532;19426
285674;19173
448819;19211
752142;19400
764986;19252
426237;19311
356370;19582
806999;19270
651448;19360
962199;19254
697642;19375
329442;19563
543634;19314
925064;19114
917059;19174
381533;19168
712300;19433
1017701;19480
466494;19450
671914;19449
402415;19507
267134;19165
545566;19276
934086;19582
341583;19310
387579;19281
763535;19401
372306;19319
1012790;19120
946614;19227
369397;19341
700817;19214
757895;19458
523955;19365
342231;19384
565157;19101
661649;19434
519809;19343
656300;19589
240021;19565
326067;19560
385314;19568
739448;19392
444185;19570
316366;19348
637428;19179
626556;19237
996388;19242
835188;19177
421723;19117
832369;19137
625301;19237
556299;19214
301972;19526
891932;19122
407295;19133
900568;19451
322123;19575
671229;19150
548923;19137
898154;19249
374890;19478
656867;19271
945629;19145
745117;19501
398820;19283
406220;19544
707992;19140
633422;19237
692006;19260
519379;19350
426942;19477
982279;19289
390338;19571
822849;19480
237878;19394
545903;19499
769534;19392
300855;19146
618831;19581
898441;19200
816928;19343
468264;19462
527751;19492
987700;19535
392997;19137
645970;19183
802787;19272
405130;19502
766035;19278
804485;19322
841756;19284
702962;19299
417099;19336
403822;19386
813195;19578
417673;19323
710130;19115
595745;19340
599338;19400
528201;19530
870614;19521
678104;19518
973127;19190
423987;19253
638195;19498
383422;19405
233058;19567
736834;19436
461241;19303
518155;19435
302065;19590
569895;19482
539032;19526
319845;19149
1012317;19570
573943;19375
399800;19449
926175;19491
370204;19507
733200;19380
971681;19204
824094;19490
520644;19501
319116;19496
508324;19425
884673;19148
515816;19462
747526;19177
422323;19122
893210;19326
972234;19578
931501;19597
939423;19443
716994;19539
285554;19101
931915;19201
916613;19215
394604;19376
969662;19519
635053;19435
260475;19574
863209;19350
757439;19385
957930;19594
418915;19423
247408;19542
446042;19126
408521;19363
249109;19201
688499;19213
416860;19332
317392;19176
220290;19192
402032;19327
805867;19355
700702;19229
246418;19422
955912;19437
912049;19431
820638;19223
939868;19517
461809;19190
705543;19563
846809;19205
571998;19272
508252;19338
729587;19421
743432;19570
523726;19586
834943;19501
271329;19164
773833;19434
768409;19594
288290;19394
934778;19506
987184;19283
527719;19370
942352;19394
486440;19447
490291;19577
584405;19261
384059;19300
714879;19180
1010857;19151
386695;19336
434390;19491
465679;19560
624292;19183
892714;19205
838605;19227
323120;19478
680209;19121
691404;19551
947929;19162
700370;19555
958218;19501
781680;19434
604114;19424
461966;19434
633188;19261
546123;19116
528064;19237
755744;19333
315090;19589
475872;19435
473983;19254
584552;19336
839018;19155
994253;19242
563196;19507
791121;19548
669266;19294
251982;19154
757810;19121
731027;19372
614455;19160
648868;19398
510436;19420
952134;19598
628703;19164
876340;19478
708314;19276
470942;19274
662391;19122
715209;19196
310688;19107
595377;19597
219751;19163
543624;19173
672563;19348
309304;19413
666800;19490
301212;19479
967002;19479
407486;19361
343711;19332
344844;19129
690820;19278
686880;19491
458035;19538
263337;19527
791451;19595
441718;19295
952090;19411
713899;19500
902682;19585
452484;19438
775784;19298
763384;19205
572662;19107
997901;19501
776825;19211
848892;19536
780113;19338
518116;19519
669270;19550
461990;19229
297154;19295
717778;19302
821059;19543
987547;19212
244004;19222
622790;19348
823428;19518
767355;19594
966232;19450
551440;19465
1013086;19389
291941;19338
813838;19532
867776;19382
319437;19170
926204;19167
886565;19249
492052;19237
771409;19182
413047;19575
966126;19179
683035;19287
768683;19434
335334;19206
290912;19199
